player,deck_name,deck_list,url,common,mythic,rare,uncommon
msskinbolic,Fires_of_Invention,"2 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 2 Kenrith, the Returned King, 4 Deafening Clarion, 4 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 3 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 1 Solar Blaze, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24240&d=369208&f=ST,10,9,43,13
Kazaner3000,Selesnya_Aggro,"8 Forest, 8 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 4 Shepherd of the Flock, 4 Edgewall Innkeeper, 4 Once Upon a Time, 1 Questing Beast, 1 Castle Ardenvale, 1 Flaxen Intruder, 4 Lovestruck Beast, 3 Conclave Tribunal, 4 Venerated Loxodon, 2 Knight of Autumn, 3 March of the Multitudes, 3 Flower-Flourish, 2 Apostle of Purifying Light, 1 Devout Decree, 1 Veil of Summer, 4 Temple Garden, 2 Unbreakable Formation, 3 Gideon Blackblade, 2 God-Eternal Oketra, ",https://www.mtgtop8.com/event?e=23763&d=365033&f=ST,20,9,25,21
Kazaner3000,Fires_of_Invention,"8 Forest, 8 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 4 Shepherd of the Flock, 4 Edgewall Innkeeper, 4 Once Upon a Time, 1 Questing Beast, 1 Castle Ardenvale, 1 Flaxen Intruder, 4 Lovestruck Beast, 3 Conclave Tribunal, 4 Venerated Loxodon, 2 Knight of Autumn, 3 March of the Multitudes, 3 Flower-Flourish, 2 Apostle of Purifying Light, 1 Devout Decree, 1 Veil of Summer, 4 Temple Garden, 2 Unbreakable Formation, 3 Gideon Blackblade, 2 God-Eternal Oketra, ",https://www.mtgtop8.com/event?e=24137&d=368461&f=ST,20,9,25,21
Ammazzanator,UW_Control,"6 Island, 3 Plains, 4 Hallowed Fountain, 2 Giant Killer, 3 Gadwick, the Wizened, 2 Mystical Dispute, 3 Vantress Gargoyle, 3 Castle Ardenvale, 3 Castle Vantress, 3 Fabled Passage, 4 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 4 Devout Decree, 3 Aether Gust, 1 Essence Capture, 4 Quench, 3 Finale of Glory, 2 Prison Realm, 4 Dovin's Veto, 3 Teferi, Time Raveler, 3 Time Wipe, ",https://www.mtgtop8.com/event?e=23763&d=365041&f=ST,21,3,31,20
sebastianpozzo,Jund_Sacrifice,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 2 Epic Downfall, 3 Murderous Rider, 2 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 1 Castle Locthwain, 4 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 4 Overgrown Tomb, 2 Thrashing Brontodon, 4 Duress, 3 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24240&d=369211&f=ST,12,3,36,24
Triosk,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 4 Embereth Shieldbreaker, 2 Rankle, Master of Pranks, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 1 Duress, ",https://www.mtgtop8.com/event?e=24134&d=368439&f=ST,16,8,35,16
Nebykov_Denis,Bant_Food,"5 Forest, 1 Island, 1 Plains, 4 Breeding Pool, 4 Hallowed Fountain, 1 Mystical Dispute, 4 Gilded Goose, 4 Once Upon a Time, 4 Wicked Wolf, 4 Oko, Thief of Crowns, 4 Fabled Passage, 2 Kenrith, the Returned King, 1 Knight of Autumn, 4 Leafkin Druid, 2 Shifting Ceratops, 2 Veil of Summer, 1 Voracious Hydra, 4 Risen Reef, 2 Negate, 4 Temple Garden, 2 Thrashing Brontodon, 2 Mass Manipulation, 4 Hydroid Krasis, 1 Temple of Mystery, 4 Nissa, Who Shakes the World, 2 Teferi, Time Raveler, 2 Tolsimir, Friend to Wolves, ",https://www.mtgtop8.com/event?e=23741&d=364835&f=ST,13,10,43,9
Philip_Krieger,Izzet_Flash,"2 Shock, 9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 2 Mystical Dispute, 4 Bonecrusher Giant, 2 Embercleave, 2 The Royal Scions, 2 Castle Vantress, 2 Fabled Passage, 3 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 2 Aether Gust, 4 Brineborn Cutthroat, 2 Chandra, Awakened Inferno, 3 Flame Sweep, 2 Negate, 2 Quench, 2 Ral's Outburst, 1 Blast Zone, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=23849&d=365855&f=ST,23,10,26,16
Sebastian_Wilde,Red_Deck_Wins,"4 Chandra's Spitfire, 4 Shock, 17 Mountain, 3 Grafdigger's Cage, 3 Redcap Melee, 3 Castle Embereth, 4 Fervent Champion, 3 Torbran, Thane of Red Fell, 4 Lava Coil, 3 Chandra's Pyrohelix, 4 Chandra, Acolyte of Flame, 4 Scorch Spitter, 4 Cavalcade of Calamity, 4 Light Up the Stage, 1 Skewer the Critics, 4 Tin Street Dodger, 4 Grim Initiate, 2 Tibalt, Rakish Instigator, ",https://www.mtgtop8.com/event?e=23838&d=365751&f=ST,33,0,17,25
Ichikawa_Norikazu,Adventure,"6 Forest, 1 Island, 2 Mountain, 4 Breeding Pool, 4 Bonecrusher Giant, 3 Embercleave, 4 Rimrock Knight, 2 Scorching Dragonfire, 4 Edgewall Innkeeper, 4 Questing Beast, 4 The Royal Scions, 2 Fabled Passage, 2 Embereth Shieldbreaker, 4 Lovestruck Beast, 4 Steam Vents, 4 Stomping Ground, 2 Temple of Epiphany, 4 Disdainful Stroke, 2 Chandra, Awakened Inferno, 2 Shifting Ceratops, 2 Negate, 2 Skarrgan Hellkite, 3 Cindervines, 4 Domri's Ambush, ",https://www.mtgtop8.com/event?e=24066&d=367998&f=ST,21,15,29,10
Joshua_Ng,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 2 Rankle, Master of Pranks, 4 Fervent Champion, 3 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 2 Drill Bit, 4 Gutterbones, 3 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24144&d=368506&f=ST,15,9,38,13
Voltaiclv,Clover_Knights,"5 Forest, 9 Swamp, 2 Blacklance Paragon, 4 Foulmire Knight, 4 Murderous Rider, 4 Order of Midnight, 4 Smitten Swordmaster, 4 Edgewall Innkeeper, 3 Lucky Clover, 1 Castle Locthwain, 2 Fabled Passage, 2 Lovestruck Beast, 4 Midnight Reaper, 4 Find-Finality, 3 Leyline of the Void, 2 Temple of Malady, 1 Cavalier of Night, 2 Noxious Grasp, 2 Reave Soul, 4 Overgrown Tomb, 1 Thrashing Brontodon, 3 Drill Bit, 3 Incubation-Incongruity, 2 Casualties of War, ",https://www.mtgtop8.com/event?e=24107&d=368234&f=ST,20,1,30,24
Luke_Allen,Fires_of_Invention,"2 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 3 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 3 Kenrith, the Returned King, 4 Deafening Clarion, 3 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 5 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24113&d=368280&f=ST,10,10,42,13
LaCriaturaBB,Rakdos_Aggro,"6 Mountain, 8 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 1 Epic Downfall, 4 Claim the Firstborn, 1 Redcap Melee, 4 Witch's Oven, 2 Castle Locthwain, 4 Fabled Passage, 2 Embereth Shieldbreaker, 3 Midnight Reaper, 2 Cavalier of Night, 3 Noxious Grasp, 2 Rotting Regisaur, 2 Mask of Immolation, 4 Gutterbones, 4 Priest of Forgotten Gods, 3 Rix Maadi Reveler, 2 Judith, the Scourge Diva, 3 Duress, 3 Dreadhorde Butcher, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24240&d=369201&f=ST,17,2,31,25
Robert_Wise,Esper_Hero,"1 Planar Cleansing, 1 Island, 1 Plains, 3 Swamp, 4 Hallowed Fountain, 2 Murderous Rider, 1 Castle Ardenvale, 2 Castle Locthwain, 1 Fabled Passage, 4 Thought Erasure, 3 Mortify, 4 Godless Shrine, 2 Devout Decree, 1 Legion's End, 3 Noxious Grasp, 4 Watery Grave, 4 Hero of Precinct One, 2 Deputy of Detention, 1 Ethereal Absolution, 1 Kaya, Orzhov Usurper, 2 Kaya's Wrath, 4 Seraph of the Scales, 4 Temple of Silence, 1 Bolas's Citadel, 3 Liliana, Dreadhorde General, 2 Despark, 3 Dovin's Veto, 4 Elite Guardmage, 1 Enter the God-Eternals, 3 Oath of Kaya, 3 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=23787&d=365290&f=ST,5,8,41,21
Jibri_Thomas,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 4 Fervent Champion, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 2 Spawn of Mayhem, 2 Duress, 1 Massacre Girl, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24177&d=368762&f=ST,17,6,37,15
Josef_Navarro,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 2 Spawn of Mayhem, 1 Massacre Girl, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24144&d=368502&f=ST,15,8,37,15
Birdsof36,Jund_Adventure,"4 Forest, 2 Mountain, 4 Swamp, 4 Blood Crypt, 4 Foulmire Knight, 3 Murderous Rider, 4 Order of Midnight, 4 Bonecrusher Giant, 3 Rimrock Knight, 4 Beanstalk Giant, 4 Edgewall Innkeeper, 4 Lucky Clover, 3 Embereth Shieldbreaker, 4 Lovestruck Beast, 4 Stomping Ground, 4 Temple of Malady, 3 Noxious Grasp, 4 Shifting Ceratops, 4 Overgrown Tomb, 2 Bedevil, 3 Cindervines, ",https://www.mtgtop8.com/event?e=24131&d=368425&f=ST,13,0,36,26
Allison_Maino,Golgari_Aggro,"9 Forest, 5 Swamp, 1 Epic Downfall, 4 Foulmire Knight, 4 Murderous Rider, 3 Order of Midnight, 4 Edgewall Innkeeper, 4 Questing Beast, 2 Castle Locthwain, 2 Fabled Passage, 1 Garruk, Cursed Huntsman, 4 Lovestruck Beast, 1 Midnight Reaper, 1 Assassin's Trophy, 3 Temple of Malady, 1 Cavalier of Night, 2 Legion's End, 3 Shifting Ceratops, 3 Vivien, Arkbow Ranger, 4 Overgrown Tomb, 3 Thrashing Brontodon, 4 Duress, 1 Liliana, Dreadhorde General, 2 Massacre Girl, 4 Paradise Druid, ",https://www.mtgtop8.com/event?e=23942&d=366770&f=ST,18,10,28,19
Pasi_Poikela,Gruul_Smash,"9 Forest, 9 Mountain, 4 Bonecrusher Giant, 4 Embercleave, 4 Questing Beast, 2 Fabled Passage, 2 Embereth Shieldbreaker, 3 Lava Coil, 3 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 2 Fry, 4 Shifting Ceratops, 2 Thrashing Brontodon, 2 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 1 Collision-Colossus, 2 Nissa, Who Shakes the World, 3 Paradise Druid, 3 Domri's Ambush, ",https://www.mtgtop8.com/event?e=23996&d=367294&f=ST,18,8,26,23
Kyle_Hamilton,Fires_of_Invention,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 2 Bonecrusher Giant, 4 Fires of Invention, 2 Castle Vantress, 2 Fabled Passage, 2 Kenrith, the Returned King, 1 Lava Coil, 4 Deafening Clarion, 2 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 2 Devout Decree, 4 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 4 Sacred Foundry, 4 Tithe Taker, 3 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",https://www.mtgtop8.com/event?e=24113&d=368277&f=ST,9,9,44,13
yamakiller,Rakdos_Aggro,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 4 Fervent Champion, 2 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 2 Spawn of Mayhem, 1 Massacre Girl, 1 Sorcerous Spyglass, ",https://www.mtgtop8.com/event?e=24240&d=369215&f=ST,15,8,37,15
Kenji_Egashira,Temur_Reclamation,"2 Shock, 1 Forest, 2 Island, 1 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 2 Mystical Dispute, 2 Castle Vantress, 1 Fabled Passage, 3 Chemister's Insight, 1 Niv-Mizzet, Parun, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 4 Temple of Epiphany, 4 Flame Sweep, 3 Fry, 4 Shifting Ceratops, 3 Negate, 2 Biogenic Ooze, 4 Wilderness Reclamation, 4 Growth Spiral, 4 Temple of Mystery, 4 Arboreal Grazer, ",https://www.mtgtop8.com/event?e=23942&d=366804&f=ST,21,6,32,16
Peter_Yong,Jund_Sacrifice,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 2 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 4 Duress, 1 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24055&d=367885&f=ST,12,3,36,24
Chris_Kvartek,Golgari_Aggro,"8 Forest, 6 Swamp, 2 Epic Downfall, 4 Foulmire Knight, 4 Murderous Rider, 2 Order of Midnight, 4 Edgewall Innkeeper, 3 The Great Henge, 3 Questing Beast, 2 Fabled Passage, 4 Lovestruck Beast, 1 Kraul Harpooner, 4 Temple of Malady, 2 Noxious Grasp, 4 Rotting Regisaur, 2 Shifting Ceratops, 4 Vivien, Arkbow Ranger, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Duress, 4 Paradise Druid, 2 Casualties of War, ",https://www.mtgtop8.com/event?e=23942&d=366783&f=ST,17,10,26,22
Bukatin_Nikita,Monored_Cavalcade,"4 Shock, 18 Mountain, 4 Bonecrusher Giant, 1 Redcap Melee, 4 Rimrock Knight, 3 Castle Embereth, 4 Fervent Champion, 4 Torbran, Thane of Red Fell, 3 Experimental Frenzy, 3 Lava Coil, 4 Runaway Steam-Kin, 2 Chandra, Acolyte of Flame, 2 Fry, 4 Scorch Spitter, 4 Cavalcade of Calamity, 4 Light Up the Stage, 4 Tin Street Dodger, 3 Tibalt, Rakish Instigator, ",https://www.mtgtop8.com/event?e=23800&d=365396&f=ST,30,0,24,21
Isaak_Krut,Golgari_Aggro,"8 Forest, 6 Swamp, 4 Foulmire Knight, 4 Murderous Rider, 3 Order of Midnight, 4 Edgewall Innkeeper, 1 The Great Henge, 4 Questing Beast, 2 Castle Locthwain, 1 Fabled Passage, 4 Lovestruck Beast, 1 Rankle, Master of Pranks, 4 Temple of Malady, 2 Cavalier of Night, 3 Legion's End, 2 Shifting Ceratops, 1 Vivien, Arkbow Ranger, 4 Overgrown Tomb, 2 Thrashing Brontodon, 4 Duress, 1 Liliana, Dreadhorde General, 2 Massacre Girl, 4 Paradise Druid, 4 Casualties of War, ",https://www.mtgtop8.com/event?e=23942&d=366794&f=ST,18,10,30,17
Amarsir,Jund_Sacrifice,"3 Forest, 1 Mountain, 4 Swamp, 4 Blood Crypt, 3 Cauldron Familiar, 4 Murderous Rider, 3 Bonecrusher Giant, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 2 Korvold, Fae-Cursed King, 2 Vraska, Golgari Queen, 4 Stomping Ground, 2 Cavalier of Night, 3 Shifting Ceratops, 4 Overgrown Tomb, 3 Thrashing Brontodon, 3 Drill Bit, 2 Duress, 4 Paradise Druid, 3 Casualties of War, 4 Mayhem Devil, ",https://www.mtgtop8.com/event?e=24107&d=368236&f=ST,10,6,34,25
Itou_Takurou,Sultai_Control,"2 Forest, 1 Island, 2 Swamp, 4 Breeding Pool, 2 Brazen Borrower, 2 Blacklance Paragon, 2 Murderous Rider, 1 Castle Vantress, 2 Fabled Passage, 2 Chemister's Insight, 3 Ritual of Soot, 2 Assassin's Trophy, 3 Temple of Malady, 1 Disdainful Stroke, 1 Dismal Backwater, 1 Agent of Treachery, 2 Nightpack Ambusher, 3 Shifting Ceratops, 3 Negate, 4 Overgrown Tomb, 4 Watery Grave, 1 Thrashing Brontodon, 2 Cry of the Carnarium, 4 Growth Spiral, 3 Frilled Mystic, 4 Hydroid Krasis, 3 Temple of Mystery, 2 Duress, 1 Massacre Girl, 2 Ob Nixilis's Cruelty, 4 Nissa, Who Shakes the World, 3 Casualties of War, ",https://www.mtgtop8.com/event?e=23968&d=367031&f=ST,18,6,44,8
Mesheryakov_Maxim,Esper_DOOM,"2 Island, 2 Plains, 3 Swamp, 4 Hallowed Fountain, 1 Realm-Cloaked Giant, 2 Murderous Rider, 3 Dance of the Manse, 4 Doom Foretold, 4 Golden Egg, 1 Castle Locthwain, 1 Castle Vantress, 3 Fabled Passage, 1 Ritual of Soot, 4 Thought Erasure, 2 Mortify, 4 Godless Shrine, 2 Cavalier of Dawn, 3 Legion's End, 2 Noxious Grasp, 2 Watery Grave, 2 Cry of the Carnarium, 1 Ethereal Absolution, 3 Kaya's Wrath, 3 Temple of Silence, 2 Duress, 2 Davriel, Rogue Shadowmage, 1 Liliana, Dreadhorde General, 2 Despark, 4 Oath of Kaya, 3 Teferi, Time Raveler, 3 Guild Globe, ",https://www.mtgtop8.com/event?e=23734&d=364788&f=ST,16,4,42,14
Tanabe_Takumi,Fires_of_Invention,"2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 2 Brazen Borrower, 4 Mystical Dispute, 4 Bonecrusher Giant, 4 Fires of Invention, 2 Castle Vantress, 3 Fabled Passage, 2 Kenrith, the Returned King, 2 Legion Warboss, 4 Deafening Clarion, 1 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 1 Devout Decree, 3 Aether Gust, 4 Cavalier of Gales, 4 Cavalier of Flame, 4 Sacred Foundry, 4 Tithe Taker, 4 Sphinx of Foresight, 2 Temple of Triumph, 4 Teferi, Time Raveler, 1 Time Wipe, ",https://www.mtgtop8.com/event?e=24122&d=368348&f=ST,5,12,49,9
